"";"ID";"MES_MED";"OLA";"SEXO";"EDAD";"RANGOEDAD";"REGION";"ZONA";"DISTRITO_ELECTORAL";"GSE_COD2";"P1";"P1B";"P2";"P3";"P4";"P5";"P6";"P7";"P8";"P9";"P10_1";"P10_2";"P10_3";"P13_1";"P14";"P15";"P20";"P29XPARTIDARIO";"P32XMARZO";"P41";"P69";"P71";"P162";"P264";"P265X2";"P286";"P287";"P288";"P289";"P290";"P291";"P292";"P293";"P257";"P258X1";"P258X2";"P258X3";"P258X4";"P258X5";"P258X6";"P258X7";"PONDERADOR2"
"30";198;"202111";"2";"Mujer";"27";"18 a 30 años";"Metropolitana de Santiago";"RM";"Distrito electoral 9";"GSE-C3";"La dirección correcta";"Estancado";"Regular";"Igual que hace un año";"Mejor que hoy";"Regular";"Igual que hace un año";"Mejor que hoy";"Desapruebo";"Desapruebo";"P10-Delincuencia";"P10-Desigualdad / Distribución ingreso";"P10-Gestión del Gobierno";"Centro";"Ninguna";"Medianamente feliz";"No";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Malo";"P286-No votará";NA;"P288-Estoy seguro de que NO iré a votar";"P289-Estoy muy interesado";"P290-No";NA;"P292-José Antonio Kast";"P293-Nada decidido";"4";NA;NA;NA;"$575 mil a $1,0 millones";NA;NA;NA;0,58285773
"31";199;"202111";"2";"Mujer";"60";"Más de 50 años";"Arica y Parinacota";"NORTE";"Distrito electoral 1";"GSE-C2";"La dirección incorrecta";"Estancado";"Mala";"Igual que hace un año";"Igual que hoy";"Regular";"Peor que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Narcotráfico";"P10-Delincuencia";"P10-Inmigración";"Derecha";"Partido Republicano (Jose Antonio Kast)";"Medianamente feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Preocupado";"Mediano riesgo";"Jubilado(a), ya no trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-José Antonio Kast";"P292-José Antonio Kast";"P293-Muy decidido";"6";NA;NA;NA;NA;NA;"$1,4 millones a $2,3 millones";NA;0,557504173
"32";200;"202111";"2";"Mujer";"30";"18 a 30 años";"Valparaíso";"CENTRO";"Distrito electoral 7";"GSE-C3";"No estoy seguro/a";"Progresando";"Buena";"Igual que hace un año";"Igual que hoy";"Regular";"Igual que hace un año";"Igual que hoy";"Desapruebo";"No sé";"P10-Salud";"P10-Pensiones - Jubilaciones";"P10-Sueldos";"Sin Posición Política";"Chile Vamos (UDI – RN – EVOPOLI – PRI)";"Muy feliz";"No";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Mediano riesgo";"Sólo labores en el hogar – Jefa/Jefe de hogar – Dueña";"Empeorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-No votará";NA;"P288-No estoy seguro si iré a votar o no";"P289-Estoy medianamente interesado";"P290-No";NA;"P292-Gabriel Boric";"P293-Nada decidido";"2";NA;"$354 mil a $616 mil";NA;NA;NA;NA;NA;1,063407772
"33";201;"202111";"2";"Mujer";"50";"41 a 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 11";"GSE-C3";"No estoy seguro/a";"Estancado";"Mala";"Mucho peor que hace un año";"Igual que hoy";"Mala";"Mucho peor que hace un año";"Mucho peor que hoy";"No sé";"No sé";"P10-Narcotráfico";"P10-Corrupción";"P10-Delincuencia";"No sé";"No sé";"Medianamente feliz";"No";"No sé";"Muy preocupado";"Bajo riesgo";"Sólo labores en el hogar – Jefa/Jefe de hogar – Dueña";"Mejorando";"No sé";"Mediana confianza";"Regular";"P286-No votará";NA;"P288-No estoy seguro si iré a votar o no";"P289-Estoy medianamente interesado";"P290-Si";"P291-No recuerda";"P292-No sabe";"P293-Medianamente decidido";"5";NA;NA;NA;NA;"$672 mil a $1,1 millones";NA;NA;0,685071337
"34";202;"202111";"2";"Hombre";"55";"Más de 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 10";"GSE-D";"No estoy seguro/a";"Estancado";"Regular";"Mejor que hace un año";"Mejor que hoy";"Mala";"Peor que hace un año";"Mejor que hoy";"Desapruebo";"Desapruebo";"P10-Delincuencia";"P10-Pobreza";"P10-Sueldos";"No sé";"Ninguna";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Preocupado";"Mediano riesgo";"Cesante, no tengo trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Malo";"P286-No sabe";"P287-No sabe";"P288-No estoy seguro si iré a votar o no";"P289-Estoy poco interesado";"P290-No";NA;"P292-No sabe";"P293-Muy decidido";"6";NA;NA;NA;NA;NA;"$437 mil a $762 mil";NA;2,113280174
"35";204;"202111";"2";"Hombre";"25";"18 a 30 años";"Los Lagos";"SUR";"Distrito electoral 26";"GSE-C1";"La dirección correcta";"Progresando";"Buena";"Mejor que hace un año";"Igual que hoy";"Buena";"Mejor que hace un año";"Mejor que hoy";"No sé";"Desapruebo";"P10-Delincuencia";"P10-Vivienda";"P10-Inflación - alza de precios";"Sin Posición Política";"Independiente";"Muy feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-No";NA;"P292-No sabe";"P293-Muy decidido";"2";NA;"$617 mil a $1,0 millones";NA;NA;NA;NA;NA;1,604231823
"36";205;"202111";"2";"Hombre";"47";"41 a 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 10";"GSE-C2";"La dirección incorrecta";"Estancado";"Mala";"Peor que hace un año";"Mejor que hoy";"Mala";"Peor que hace un año";"Mejor que hoy";"Apruebo";"Apruebo";"P10-Salud";"P10-Pensiones - Jubilaciones";"P10-Delincuencia";"Centro Derecha";"Chile Vamos (UDI – RN – EVOPOLI – PRI)";"Medianamente feliz";"Sí";"Partidario del gobierno";"Muy preocupado";"Mediano riesgo";"Cesante, no tengo trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Regular";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Sebastián Sichel";"P292-José Antonio Kast";"P293-Decidido";"3";NA;NA;"$819 mil a $1,4 millones";NA;NA;NA;NA;0,269134989
"37";206;"202111";"2";"Mujer";"32";"31 a 40 años";"Metropolitana de Santiago";"RM";"Distrito electoral 8";"GSE-C1";"La dirección correcta";"Estancado";"Mala";"Peor que hace un año";"Mejor que hoy";"Buena";"Mucho mejor que hace un año";"Mejor que hoy";"Apruebo";"No sé";"P10-Pensiones - Jubilaciones";"P10-Educación";"P10-Inmigración";"Centro Derecha";"Chile Vamos (UDI – RN – EVOPOLI – PRI)";"Feliz";"Sí";"Partidario del gobierno";"Mediamente preocupado";"Mediano riesgo";"Trabajando remotamente, haciendo teletrabajo desde mi casa";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-José Antonio Kast";"P292-José Antonio Kast";"P293-Muy decidido";"4";NA;NA;NA;"$3,1 millones a $5,3 millones";NA;NA;NA;0,373506827
"38";207;"202111";"2";"Hombre";"40";"31 a 40 años";"Coquimbo";"NORTE";"Distrito electoral 5";"GSE-C3";"La dirección correcta";"Estancado";"Buena";"Mejor que hace un año";"Mejor que hoy";"Buena";"Mejor que hace un año";"Mejor que hoy";"Desapruebo";"Desapruebo";"P10-Pensiones - Jubilaciones";"P10-Desigualdad / Distribución ingreso";"P10-Justicia/Sistema Judicial";"Centro izquierda";"Frente Amplio";"Feliz";"Sí";"Opositor del gobierno";"Mediamente preocupado";"Bajo riesgo";"Cesante, no tengo trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mucha confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"3";NA;NA;"$470 mil a $818 mil";NA;NA;NA;NA;0,340890678
"39";209;"202111";"2";"Mujer";"34";"31 a 40 años";"La Araucanía";"SUR";"Distrito electoral 23";"GSE-D";"No estoy seguro/a";"Estancado";"Regular";"Peor que hace un año";"Mucho mejor que hoy";"Regular";"Peor que hace un año";"Mucho mejor que hoy";"Desapruebo";"Desapruebo";"P10-Seguridad Pública";"P10-Vivienda";"P10-Sueldos";"Sin Posición Política";"Ninguna";"Muy feliz";"No";"Opositor del gobierno";"Mediamente preocupado";"Bajo riesgo";"Sólo labores en el hogar – Jefa/Jefe de hogar – Dueña";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mucha confianza";"Regular";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Franco Parisi";"P292-Gabriel Boric";"P293-Muy decidido";"4";NA;NA;NA;"$329 mil a $574 mil";NA;NA;NA;1,463102814
"40";210;"202111";"2";"Mujer";"41";"41 a 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 13";"GSE-C2";"La dirección incorrecta";"En retroceso";"Mala";"Peor que hace un año";"Igual que hoy";"Regular";"Peor que hace un año";"No sé";"Desapruebo";"Desapruebo";"P10-Seguridad Pública";"P10-Sueldos";"P10-Inflación - alza de precios";"Sin Posición Política";"Ninguna";"Medianamente feliz";"No";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Regular";"P286-No sabe";"P287-No sabe";"P288-Estoy seguro de que SÍ iré a votar";"P289-Estoy interesado";"P290-Si";"P291-Sebastián Sichel";"P292-José Antonio Kast";"P293-Nada decidido";"3";NA;NA;"$819 mil a $1,4 millones";NA;NA;NA;NA;0,371264466
"41";211;"202111";"2";"Mujer";"76";"Más de 50 años";"Los Ríos";"SUR";"Distrito electoral 24";"GSE-D";"No estoy seguro/a";"No sé";"Regular";"Peor que hace un año";"Mejor que hoy";"Regular";"Igual que hace un año";"Mejor que hoy";"Desapruebo";"Desapruebo";"P10-Seguridad Pública";"P10-Corrupción";"P10-Vivienda";"Centro izquierda";"Ex Nueva Mayoría (PS – PPD -PRSD )";"Muy feliz";"Sí";"Opositor del gobierno";"Mediamente preocupado";"Bajo riesgo";"Jubilado(a), ya no trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-No sabe";"P287-Gabriel Boric";"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy interesado";"P290-Si";"P291-Yasna Provoste";"P292-Gabriel Boric";"P293-Decidido";"1";"$125 mil a $217 mil";NA;NA;NA;NA;NA;NA;2,261350254
"42";212;"202111";"2";"Mujer";"42";"41 a 50 años";"Los Lagos";"SUR";"Distrito electoral 26";"GSE-C2";"No estoy seguro/a";"Progresando";"Regular";"Mejor que hace un año";"Mejor que hoy";"Buena";"Mucho mejor que hace un año";"Igual que hoy";"Apruebo";"Apruebo";"P10-Narcotráfico";"P10-Delincuencia";"P10-Inflación - alza de precios";"Centro Derecha";"Ninguna";"Medianamente feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Bajo riesgo";"Trabajando remotamente, haciendo teletrabajo desde mi casa";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-José Antonio Kast";"P292-José Antonio Kast";"P293-Muy decidido";"6";NA;NA;NA;NA;NA;"$1,4 millones a $2,3 millones";NA;0,362281257
"43";214;"202111";"2";"Mujer";"24";"18 a 30 años";"Metropolitana de Santiago";"RM";"Distrito electoral 12";"GSE-D";"La dirección incorrecta";"En retroceso";"Regular";"Igual que hace un año";"Igual que hoy";"Regular";"Peor que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Cuidado Medio ambiente / Naturaleza";"P10-Gestión del Gobierno";"P10-Justicia/Sistema Judicial";"Centro izquierda";"PC ( Partido Comunista )";"Feliz";"Sí";"Opositor del gobierno";"Mediamente preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"3";NA;NA;"$269 mil a $469 mil";NA;NA;NA;NA;1,374740302
"44";215;"202111";"2";"Mujer";"57";"Más de 50 años";"Biobío";"SUR";"Distrito electoral 20";"GSE-C3";"No estoy seguro/a";"En retroceso";"Regular";"Peor que hace un año";"Peor que hoy";"Mala";"Peor que hace un año";"No sé";"Desapruebo";"No sé";"P10-Narcotráfico";"P10-Desempleo";"P10-Terrorismo";"Sin Posición Política";"Ninguna";"Medianamente feliz";"Sí";"No sé";"Muy preocupado";"Mediano riesgo";"Sólo labores en el hogar – Jefa/Jefe de hogar – Dueña";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Regular";"P286-No sabe";"P287-Gabriel Boric";"P288-No estoy seguro si iré a votar o no";"P289-Estoy medianamente interesado";"P290-Si";"P291-Marco Enríquez Ominami";"P292-Gabriel Boric";"P293-Poco decidido";"2";NA;"$354 mil a $616 mil";NA;NA;NA;NA;NA;0,823777592
"45";216;"202111";"2";"Mujer";"38";"31 a 40 años";"Metropolitana de Santiago";"RM";"Distrito electoral 8";"GSE-C3";"La dirección incorrecta";"Estancado";"Regular";"Igual que hace un año";"No sé";"Buena";"Igual que hace un año";"No sé";"Desapruebo";"Desapruebo";"P10-Seguridad Pública";"P10-Inmigración";"P10-Justicia/Sistema Judicial";"Sin Posición Política";"Ninguna";"Muy feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Preocupado";"Mediano riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Empeorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy interesado";"P290-Si";"P291-José Antonio Kast";"P292-No sabe";"P293-Medianamente decidido";"5";NA;NA;NA;NA;"$672 mil a $1,1 millones";NA;NA;0,439419797
"46";217;"202111";"2";"Hombre";"53";"Más de 50 años";"Libertador General Bernardo OHiggins";"CENTRO";"Distrito electoral 16";"GSE-C2";"La dirección incorrecta";"Estancado";"Mala";"Peor que hace un año";"Peor que hoy";"Regular";"Igual que hace un año";"No sé";"Desapruebo";"Desapruebo";"P10-Pensiones - Jubilaciones";"P10-Delincuencia";"P10-Gestión del Gobierno";"Sin Posición Política";"Independiente";"Feliz";"Sí";"Opositor del gobierno";"Muy preocupado";"Mediano riesgo";"Cesante, no tengo trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Bueno";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Sebastián Sichel";"P292-José Antonio Kast";"P293-Medianamente decidido";"5";NA;NA;NA;NA;"$1,2 millones a $2,0 millones";NA;NA;0,773218476
"47";219;"202111";"2";"Mujer";"31";"31 a 40 años";"Antofagasta";"NORTE";"Distrito electoral 3";"GSE-E";"La dirección incorrecta";"Estancado";"Mala";"Igual que hace un año";"Peor que hoy";"Mala";"Igual que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Pensiones - Jubilaciones";"P10-Narcotráfico";"P10-Pobreza";"Sin Posición Política";"Independiente";"Medianamente feliz";"No";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Mediano riesgo";"Sólo labores en el hogar – Jefa/Jefe de hogar – Dueña";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-No votará";NA;"P288-No estoy seguro si iré a votar o no";"P289-Estoy nada interesado";"P290-No";NA;"P292-José Antonio Kast";"P293-Nada decidido";"6";NA;NA;NA;NA;NA;"$0 a $436 mil";NA;0,96126198
"48";220;"202111";"2";"Mujer";"26";"18 a 30 años";"Metropolitana de Santiago";"RM";"Distrito electoral 14";"GSE-D";"La dirección incorrecta";"Estancado";"Mala";"Mucho mejor que hace un año";"Peor que hoy";"Mala";"Mejor que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Desigualdad / Distribución ingreso";"P10-Inflación - alza de precios";"Sin Posición Política";"Partido de la gente";"Medianamente feliz";"No";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Empeorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-No sabe";"P287-No sabe";"P288-No estoy seguro si iré a votar o no";"P289-Estoy medianamente interesado";"P290-Si";"P291-José Antonio Kast";"P292-No sabe";"P293-Medianamente decidido";"6";NA;NA;NA;NA;NA;"$437 mil a $762 mil";NA;1,374740302
"49";221;"202111";"2";"Mujer";"51";"Más de 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 9";"GSE-D";"La dirección incorrecta";"En retroceso";"Mala";"Peor que hace un año";"Mucho mejor que hoy";"Mala";"Mucho peor que hace un año";"Mejor que hoy";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Delincuencia";"P10-Sueldos";"Derecha";"Partido Republicano (Jose Antonio Kast)";"Muy feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Mediano riesgo";"Trabajando remotamente, haciendo teletrabajo desde mi casa";"Empeorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-José Antonio Kast";NA;"P288-Estoy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-No";NA;"P292-José Antonio Kast";"P293-Muy decidido";"4";NA;NA;NA;"$329 mil a $574 mil";NA;NA;NA;2,204185486
"50";222;"202111";"2";"Mujer";"27";"18 a 30 años";"Biobío";"SUR";"Distrito electoral 20";"GSE-E";"La dirección incorrecta";"Estancado";"Mala";"Peor que hace un año";"Igual que hoy";"Regular";"Igual que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Delincuencia";"P10-Pobreza";"Sin Posición Política";"Partido de la gente";"Muy feliz";"No";"No sé";"Preocupado";"Mediano riesgo";"Sólo labores en el hogar – Jefa/Jefe de hogar – Dueña";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Regular";"P286-No sabe";"P287-José Antonio Kast";"P288-Estoy seguro de que SÍ iré a votar";"P289-Estoy interesado";"P290-Si";"P291-Franco Parisi";"P292-José Antonio Kast";"P293-Medianamente decidido";"4";NA;NA;NA;"$0 a $328 mil";NA;NA;NA;1,561690482
"51";223;"202111";"2";"Mujer";"60";"Más de 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 13";"GSE-D";"La dirección correcta";"En retroceso";"Mala";"Peor que hace un año";"Igual que hoy";"Mala";"Peor que hace un año";"Peor que hoy";"Desapruebo";"Desapruebo";"P10-Corrupción";"P10-Economía";"P10-Relacionamiento con pueblos originarios";"Izquierda";"PC ( Partido Comunista )";"Feliz";"Sí";"Opositor del gobierno";"Preocupado";"Alto riesgo";"Sólo labores en el hogar – Jefa/Jefe de hogar – Dueña";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Regular";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"6";NA;NA;NA;NA;NA;"$437 mil a $762 mil";NA;2,204185486
"52";224;"202111";"2";"Hombre";"40";"31 a 40 años";"Metropolitana de Santiago";"RM";"Distrito electoral 11";"GSE-C2";"La dirección incorrecta";"En retroceso";"Mala";"Peor que hace un año";"Mejor que hoy";"Mala";"Peor que hace un año";"Mejor que hoy";"Apruebo";"Apruebo";"P10-Narcotráfico";"P10-Terrorismo";"P10-Inmigración";"Derecha";"Partido Republicano (Jose Antonio Kast)";"Muy feliz";"Sí";"Partidario del gobierno";"Muy preocupado";"Mediano riesgo";"Trabajando remotamente, haciendo teletrabajo desde mi casa";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-José Antonio Kast";"P292-José Antonio Kast";"P293-Muy decidido";"6";NA;NA;NA;NA;NA;"$2,4 millones a $4,0 millones";NA;0,220370836
