"Marca.temporal";"p1.movsocial";"p1.militarcarabinero";"p1.declaragob";"p1.manifestantes";"p1.saqueos";"p1.cosena";"p1.gabinete";"p1.antiencapuchados";"p1.antisaqueos";"p1.antibarricadas";"p1.barricadas";"p1.bailapasa";"p1.huelgaparo";"p2.marchas";"p2.cacerolazos";"p2.redessociales";"p2.cabildos";"p3.pensiones";"p3.salud";"p3.educacion";"p3.trabajo";"p3.seguridad";"p3.nuevaconstitucion";"p3.justicia";"p3.ddhh";"p3.vivienda";"p3.medioambiente";"p4.renuncia";"p4.plebiscitoconstitucion";"p4.plebiscitoreformas";"p4.acuerdogobparlamentarios";"p4.acuerdogobpartidos";"p4.asambleaconstituyente";"p5";"p6";"p7.presidencia";"p7.ministerios";"p7.diputados";"p7.senadores";"p7.pjud";"p7.tc";"p7.ffaa";"p7.carabineros";"p7.pdi";"p7.municipalidades";"p7.partidos";"p7.indh";"p7.empresariado";"p7.sindicatos";"p7.juntasvecinales";"p7.universidades";"p8.tvn";"p8.canal13";"p8.mega";"p8.chv";"p8.lared";"p8.cooperativa";"p8.biobio";"p8.adn";"p8.elmercurio";"p8.latercera";"p8.lun";"p8.lacuarta";"p8.lasegunda";"p8.eldesconcierto";"p8.elmostrador";"p9.rtc";"p9.iqqtv";"p9.laestrella";"p9.ellongino";"p9.paulina";"p9.caribe";"p9.neura";"p9.lamega";"p9.municipal";"p10.noticiastv";"p10.diarios";"p10.radios";"p10.wapp";"p10.facebook";"p10.twitter";"p10.instagram";"p10.vecinos";"p10.amigos";"edad";"sexo";"educacion";"comuna";"actividad";"ingresos"
"13/11/2019 16:24:13";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"A veces";"A veces";"A veces";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Cuenta individual";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"4";"1. Nada de confianza";"2";"1. Nada de confianza";"1. Nada de confianza";"3";"7. Mucha confianza";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"1. Nada de confianza";"3";"6";"7. Mucha confianza";"7. Mucha confianza";"7. Mucha confianza";"7. Mucha confianza";"6";"7. Mucha confianza";27;"Mujer";"Enseñanza media completa";"Iquique";"Trabajador/a dependiente";"Entre $250.000 y $499.999"
"13/11/2019 16:24:19";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Siempre";"Siempre";"Siempre";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Asamblea Constituyente";"Cuenta individual";"1. Nada de confianza";"2";"2";"2";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"6";"1. Nada de confianza";"7. Mucha confianza";"4";"7. Mucha confianza";"7. Mucha confianza";"6";"Nunca";"Siempre";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"A veces";"Nunca";"A veces";"Nunca";"Nunca";"A veces";"A veces";"2";"2";"2";"6";"6";"6";"6";"6";"6";21;"Mujer";"Educación Técnica incompleta";"Alto Hospicio";"Estudiante";"Entre $250.000 y $499.999"
"13/11/2019 16:29:27";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Siempre";"Siempre";"Frecuentemente";"Frecuentemente";"1. Baja prioridad";"1. Baja prioridad";"1. Baja prioridad";"1. Baja prioridad";"1. Baja prioridad";"7. Alta prioridad";"1. Baja prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"4";"3";"3";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"A veces";"A veces";"Nunca";"Nunca";"A veces";"A veces";"A veces";"1. Nada de confianza";"2";"2";"2";"2";"2";"2";"4";"4";35;"Mujer";"Educación Técnica completa";"Iquique";"Trabajador/a dependiente";"Entre $500.000 y $749.999"
"13/11/2019 16:35:45";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Frecuentemente";"Siempre";"Siempre";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"3";"3";"6";"1. Nada de confianza";"6";"6";"6";"A veces";"Nunca";"Nunca";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"Nunca";"Nunca";"A veces";"1. Nada de confianza";"1. Nada de confianza";"4";"4";"5";"5";"2";"4";"6";38;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a independiente";"Entre $500.000 y $749.999"
"13/11/2019 16:40:59";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"A veces";"Nunca";"Siempre";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"7. Alta prioridad";"1. Baja prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"6";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"No es necesaria una Nueva Constitución";"Sistema mixto";"5";"5";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"7. Mucha confianza";"7. Mucha confianza";"7. Mucha confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"7. Mucha confianza";"4";"6";"4";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"A veces";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Frecuentemente";"A veces";"Siempre";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"3";"3";"4";"4";"4";"4";"6";"7. Mucha confianza";54;"Hombre";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $1.500.000 y $2.999.999"
"13/11/2019 16:43:17";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"Muy de acuerdo";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"7. Alta prioridad";"6";"6";"6";"6";"De acuerdo";"Muy de acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Cuenta individual";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"4";"4";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"4";"3";"6";"2";"7. Mucha confianza";"6";"6";"A veces";"A veces";"A veces";"A veces";"Nunca";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Frecuentemente";"A veces";"Nunca";"A veces";"A veces";"Nunca";"Nunca";"A veces";"A veces";"Nunca";"3";"4";"3";"4";"5";"1. Nada de confianza";"2";"2";"4";36;"Mujer";"Educación Técnica completa";"Iquique";"Trabajador/a dependiente";"menos de $249.999"
"13/11/2019 16:44:46";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"Convención Constituyente (fórmula mixta)";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"5";"1. Nada de confianza";"3";"2";"5";"4";"5";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"A veces";"A veces";"Nunca";"A veces";"Nunca";"A veces";"Nunca";"Nunca";"1. Nada de confianza";"4";"6";"2";"4";"2";"2";"3";"4";37;"Mujer";"Educación Técnica completa";"Iquique";"Trabajador/a dependiente";"Entre $500.000 y $749.999"
"13/11/2019 17:00:00";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Frecuentemente";"A veces";"Siempre";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"7. Alta prioridad";"6";"7. Alta prioridad";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Convención Constituyente (fórmula mixta)";"Sistema mixto";"1. Nada de confianza";"2";"3";"3";"3";"2";"2";"1. Nada de confianza";"2";"3";"3";"4";"1. Nada de confianza";"3";"4";"4";"Nunca";"A veces";"Nunca";"A veces";"Nunca";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"A veces";"1. Nada de confianza";"2";"3";"2";"3";"5";"5";"3";"5";30;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $1.000.000 y $1.249.999"
"13/11/2019 17:06:43";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"A veces";"A veces";"Frecuentemente";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"6";"6";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"En desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Cuenta individual";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"3";"3";"3";"2";"2";"3";"3";"4";"1. Nada de confianza";"6";"6";"6";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"1. Nada de confianza";"3";"3";"3";"3";"3";"2";"2";30;"Mujer";"Postgrado";"Iquique";"Trabajador/a dependiente";"Entre $1.500.000 y $2.999.999"
"13/11/2019 17:12:13";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"A veces";"A veces";"Frecuentemente";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"5";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"De acuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Cuenta individual";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"4";"3";"7. Mucha confianza";"3";"7. Mucha confianza";"6";"7. Mucha confianza";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Frecuentemente";"Nunca";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Frecuentemente";"1. Nada de confianza";"3";"3";"6";"6";"5";"7. Mucha confianza";"7. Mucha confianza";"7. Mucha confianza";15;"Hombre";"Enseñanza media incompleta";"Iquique";"Estudiante";"menos de $249.999"
"13/11/2019 17:12:49";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Frecuentemente";"Siempre";"Frecuentemente";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"6";"7. Alta prioridad";"6";"6";"7. Alta prioridad";"7. Alta prioridad";"De acuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"4";"4";"4";"3";"4";"3";"1. Nada de confianza";"3";"1. Nada de confianza";"7. Mucha confianza";"7. Mucha confianza";"5";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Nunca";"Siempre";"Siempre";"Siempre";"A veces";"A veces";"A veces";"Frecuentemente";"A veces";"A veces";"Siempre";"Frecuentemente";"Siempre";"A veces";"Frecuentemente";"Siempre";"Siempre";"3";"4";"7. Mucha confianza";"4";"4";"4";"3";"7. Mucha confianza";"7. Mucha confianza";53;"Mujer";"Universitaria incompleta";"Iquique";"Trabajador/a dependiente";"Entre $500.000 y $749.999"
"13/11/2019 17:19:35";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Nunca";"Nunca";"A veces";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"6";"6";"6";"5";"7. Alta prioridad";"6";"6";"6";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Asamblea Constituyente";"Sistema mixto";"2";"2";"3";"2";"1. Nada de confianza";"6";"2";"2";"1. Nada de confianza";"6";"3";"7. Mucha confianza";"4";"7. Mucha confianza";"7. Mucha confianza";"6";"A veces";"A veces";"Nunca";"Siempre";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"4";"4";"4";"2";"2";"4";"4";"4";"5";34;"Hombre";"Universitaria completa";"Iquique";"Trabajador/a independiente";"Entre $1.500.000 y $2.999.999"
"13/11/2019 17:19:57";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"A veces";"Frecuentemente";"Siempre";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"4";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"Convención Constituyente (fórmula mixta)";"Sistema mixto";"3";"3";"3";"3";"3";"3";"5";"3";"5";"6";"1. Nada de confianza";"1. Nada de confianza";"3";"1. Nada de confianza";"7. Mucha confianza";"7. Mucha confianza";"A veces";"A veces";"A veces";"A veces";"Siempre";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Siempre";"Siempre";"A veces";"Nunca";"A veces";"Nunca";"A veces";"A veces";"A veces";"3";"3";"3";"4";"4";"4";"4";"5";"5";32;"Hombre";"Postgrado";"Iquique";"Trabajador/a independiente";"Entre $500.000 y $749.999"
"13/11/2019 17:20:06";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Frecuentemente";"Siempre";"Siempre";"Siempre";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"7. Alta prioridad";"5";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"En desacuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"2";"2";"3";"3";"4";"2";"3";"3";"3";"4";"4";"6";"4";"3";"4";"6";"A veces";"A veces";"A veces";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"Nunca";"A veces";"Siempre";"Nunca";"Nunca";"Frecuentemente";"A veces";"Siempre";"Nunca";"A veces";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Nunca";"Frecuentemente";"Siempre";"Frecuentemente";"3";"3";"4";"2";"3";"4";"2";"4";"4";37;"Hombre";"Postgrado";"Alto Hospicio";"Trabajador/a independiente";"Entre $1.500.000 y $2.999.999"
"13/11/2019 17:20:55";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"A veces";"Frecuentemente";"Frecuentemente";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"1. Nada de confianza";"2";"2";"Nunca";"Nunca";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"A veces";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"4";"4";"4";"4";"4";"4";"4";"5";"5";40;"Mujer";"Postgrado";"Iquique";"Trabajador/a dependiente";"Entre $250.000 y $499.999"
"13/11/2019 17:23:33";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"Siempre";"Frecuentemente";"Frecuentemente";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"6";"6";"6";"5";"6";"6";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"4";"4";"4";"4";"4";"4";"4";"4";"5";"3";"5";"5";"4";"5";"5";"A veces";"A veces";"Nunca";"A veces";"Nunca";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"A veces";"Nunca";"A veces";"Nunca";"A veces";"Nunca";"Nunca";"2";"3";"4";"4";"4";"4";"4";"5";"4";35;"Mujer";"Universitaria completa";"Alto Hospicio";"Trabajador/a dependiente";"Entre $750.000 y $999.999"
"13/11/2019 17:23:34";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Siempre";"Siempre";"Siempre";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"5";"7. Alta prioridad";"6";"6";"7. Alta prioridad";"6";"De acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"1. Nada de confianza";"1. Nada de confianza";"3";"3";"2";"1. Nada de confianza";"2";"2";"3";"4";"4";"4";"1. Nada de confianza";"4";"5";"5";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"1. Nada de confianza";"1. Nada de confianza";"4";"4";"4";"7. Mucha confianza";"7. Mucha confianza";"4";"7. Mucha confianza";31;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $1.500.000 y $2.999.999"
"13/11/2019 17:32:32";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"A veces";"Frecuentemente";"Siempre";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"6";"5";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"En desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Cuenta individual";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"3";"3";"4";"4";"2";"2";"2";"2";"3";"4";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"Siempre";"Frecuentemente";"A veces";"A veces";"A veces";"A veces";"Frecuentemente";"4";"6";"6";"4";"4";"4";"4";"4";"5";37;"Hombre";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"menos de $249.999"
